카페명,지역,정보등급,블로그총량,스니펫수,카페명포함스니펫,블로거수,최신포스트,지역검색_상호,지역검색_업종,지역검색_주소,스니펫예시
제주당 베이커리 카페,애월,high,3423,100,46,96,20260708,제주당,"음식점>카페,디저트",제주특별자치도 제주시 애월읍 월각로 927,제주베이커리카페 제주당은 엄~청 큰 대형카페로 인테리어도 어마어마한데 그런 것에 비해 베이커리류 가격이 저렴하더라고요. 얼핏 보면 대형마트 농산물 코너에 왔나? 싶게 농산물 빵들이
치저스,구좌,high,3395,100,100,99,20260702,치저스,음식점>양식,제주특별자치도 제주시 구좌읍 비자림로 1785,오늘은 남자친구가 생일이라고 무려 손수 예약까지 하고 데려간 치저스 후기 가져왔어요. 제주도에서 데이트 하다보니 맛집이 너무 많아서 행복해요. 위치 및 예약 방법 제주 치저스는 제
골목카페옥수,애월,high,3389,100,100,98,20260704,골목카페옥수,"음식점>카페,디저트",제주특별자치도 제주시 애월읍 소길1길 19 골목카페옥수,특히 마당에서 찍는 사진이 제주 감성을 가득 담겨 인생 사진도 남길 수 있는 골목카페옥수입니다! 이번 제주 애월 카페를 제 인생카페로 땅땅~ *영업시간* 매일 11:00~18:00
바다바라,중문,high,3378,100,100,98,20241220,,,,했는데요 바다바라는 제주 서귀포 오션뷰 카페 답게 중문 바다를 배경으로 사진 촬영하기 괜찮겠어요 팽나무인지는 정확하지 않지만 커다란 고목이 두그루가 있는데 그늘진 좌석이라 야외 공
베이커블,제주시내,high,3240,100,100,98,20260706,베이커블,"카페,디저트>베이커리",제주특별자치도 제주시 노형7길 9-5 라니빌1층 상가,제주 베이커블 제주시 노형동에서 에그타르트 하나로 평정한 '베이커블'에 드디어 발을 들였습니다. 현지인들 사이에서도 워낙 유명한 곳이라 여행 시작부터 리스트에 넣어뒀던 빵순이 필수
듀포레,제주시내,high,3209,100,100,98,20260628,듀포레,"카페,디저트>베이커리",제주특별자치도 제주시 서해안로 579 듀포레,추천한다 듀포레 가기 전 먹었던 제주공항 근처 흑돼지집 후기 ⬇️ #제주듀포레 #제주공항근처카페 #제주오션뷰카페 #제주대형카페 #제주카이막맛집 #제주베이커리카페 #제주도루프탑카페.
노바운더리 제주,표선,high,3186,100,96,97,20260707,노바운더리 제주,브런치카페,제주특별자치도 서귀포시 표선면 번영로 2610 1층,제주 자연을 느끼면서 여유롭게 시간 보내고 싶은 날 다시 생각날 것 같은 카페다. #노바운더리제주 #표선카페 #다이나믹메이즈맛집 #제주브런치카페 #제주베이커리카페
하라케케,서귀포시내,high,3175,100,100,99,20260708,하라케케,"음식점>카페,디저트",제주특별자치도 서귀포시 속골로 29-10 16호,"있었어요^^ 제주 서귀포 오션뷰 카페 하라케케 메뉴는 음료 외에도 칵테일, 맥주가 있구요. 피자, 파스타, 블랙퍼스트 같은 브런치 메뉴도 있어요. 가격대는 전체적으로 비싼편^^ 제"
게우지코지,서귀포시내,high,3154,100,100,93,20260626,게우지코지 카페,"카페,디저트>베이커리",제주특별자치도 서귀포시 보목포로 179 게우지코지 카페,그래서 들리게된 제주 쇠소깍 펜션 게우지코지 오션뷰에 룸에서 해돋이도 보이고 아침에는 유명한 베이커리카페의 조식제공 되는 곳이라 삼남매와 즐겁게 여행을 왔습니다! 해돋이가 보이는
서귀피안 보래드 베이커스,서귀포시내,high,3128,100,84,93,20260701,서귀피안 보래드베이커스,"음식점>카페,디저트",제주특별자치도 서귀포시 보목로64번길 178 호텔서귀피안 1층,+ 맛있는 디저트까지 한 가득이였던 서귀피안 보래드 베이커스! 제주도 카페로 추천드리고 싶더라고요. 빠르게 리뷰 시작해볼게요 제주도 카페 추천 서귀피안 보래드 베이커스 기본정보 주
커피파인더,제주시내,high,3119,100,100,97,20260702,커피파인더,"음식점>카페,디저트",제주특별자치도 제주시 서광로32길 20 1층,☕️커피파인더 주소 제주 제주시 서광로32길 20 ⏰영업시간 매일 08:30-22:00 주차 X(골목 주차) 제주 공항 커피 맛집 커피파인더는 제주 시청에서 도보 10분 거리에 위
모래비,월정리,high,2871,100,100,95,20260624,모래비 커피로스터스 & 베이커리,"음식점>카페,디저트",제주특별자치도 제주시 구좌읍 해맞이해안로 462 모래비카페,"이번 제주여행에서 숙소는, 월정리해수욕장 근처로 잡았는데요. 숙소에서 도보 1분컷이었던, 월정리해수욕장이 한눈에 보이는 오션뷰 카페 '모래비카페' 소개해드리려구요. 숙소에서 너무 "
김녕빗소리,김녕,high,2834,100,93,96,20260706,김녕빗소리,음식점>일식>일식당,제주특별자치도 제주시 구좌읍 김녕로 151 1층,#제주 #여행 #김녕빗소리 #맛집 #혼여 #구좌읍 #김녕 전날 가고 싶은 곳을 여기저기 찾아보다가 많이 흩어져 있어서 고민을 했어요. 그래서 고민하다가 #김녕빗소리 와 #청굴물 을
유람위드북스,한림,high,2833,100,100,91,20260622,유람위드북스,"카페,디저트>북카페",제주특별자치도 제주시 한경면 조수동2길 54-36,갓성비숙소랑 제주서 다닌곳중 젤만족했던 책방 유람위드북스가 나오구여 사진이많습니다 헤헤  제주여행 세번째날! 이날은 서쪽숙소에서 퇴실하고 동쪽으로 넘어가는 날이었어요. 디저트 빵덕
팀 블로우,애월,high,2712,100,100,98,20260704,팀블로우,"음식점>카페,디저트",제주특별자치도 제주시 애월읍 애월로 19-5 1층,팀블로우는 밖에서도 먹을 수 있는 자리가 있는데 여기서 사진도 찍었어요 ㅎㅎ 노을 보기전에 배부터 채우자! 해서 방문한 숙성도 애월점 입니다 ❤️ 말해뭐해요.. 진짜 맛있어요 ..
그대가 사는 시간,서귀포시내,high,2687,100,94,96,20260707,그대가 사는 시간,"카페,디저트>북카페",제주특별자치도 서귀포시 칠십리로 288,"정리 제주 여행 중 많은 사람들 사이에 치여 평온함을 찾고 싶다면 '그대가 사는 시간'은 그냥 지나치기 아쉬운 곳이다! 멀리서라도, 일부러라도 올만 한 곳!!!!! 강추!ㅎㅎㅎ 제"
전이수갤러리 걸어가는늑대들,제주시내,high,2670,100,66,96,20260707,전이수갤러리 걸어가는늑대들,"음식점>카페,디저트",제주특별자치도 제주시 연북로 707 1-2층,전이수 작가의 작품을 보실 수 있는 걸어가는 늑대들 갤러리와 카페입니다. 함덕에 있었는데 제주 시내로 이전했어요. 위 사진의 입구로 들어서서 왼쪽으로는 이렇게 카페 테이블이 있어요
이정의 댁,서귀포시내,high,2629,100,100,98,20260705,이정의댁,"카페,디저트>카페",제주특별자치도 서귀포시 예래로144번길 22-1 이정의댁,제주 카페 이정의 댁 위치 시어머니 의상이 이정의 댁과 찰떡! 제주도 서귀포 카페 '이정의 댁' 주소 제주 서귀포시 예래로 144번길 22-1 영업시간 11:00 - 19:00 라
산토,구좌,high,2613,100,100,92,20260630,산토,"가구,인테리어>인테리어소품",제주특별자치도 제주시 구좌읍 중산간동로 2266,저도 마음에 끌리는 것들이 많았지만 댕댕이 친구들이 찡찡하는 바람에 바로 나오게 되었습니다 ㅠ 산토 제주 제주시 구좌읍 중산간동로 2266 10:30 - 18:00 전화 후 방문
청수당,애월,high,2603,100,100,99,20260706,청수당 애월,"음식점>카페,디저트",제주특별자치도 제주시 애월읍 애월로1길 19,"제주 청수당이라고 오션뷰와 분위기로 유명한 곳에 가봤어요. 점심으론 갈치조림을 먹었는데, 돌아가기가 싫어질 정도로 최고였답니다. ●예시2 참고해 인용구 삽입해 주세요● 청수당애월 "
평균이하,애월,high,2590,100,100,96,20260705,평균이하,"음식점>카페,디저트",제주특별자치도 제주시 애월읍 애월로4길 14,평균이하 제주 제주시 애월읍 애월로4길 14 매일 11:00 ~ 16:50 라스트오더 16:20 ✔️ 매주 수요일 정기휴무 ✔️인디안썸머 주차장에 주차가능 (16시50분에는 주차불
카페콜라,한림,high,2522,100,99,99,20260615,카페콜라,"음식점>카페,디저트",제주특별자치도 제주시 한림읍 일주서로 5857,제주 카페 추천 애월 근처 신상 예쁜 감성 오션뷰 카페 콜라 러블리썬 안녕하세요 여행블로거 @러블리썬 입니다. 늘보와 제주여행을 하면서 1일 1카페 다녔어요 제가 새로운 카페 특히
젠하이드어웨이,사계,high,2503,100,100,97,20260704,젠하이드어웨이 제주점,음식점>양식,제주특별자치도 서귀포시 안덕면 사계남로 186-8 젠하이드어웨이,레스토랑 젠하이드어웨이 제주시 용담점도 조만간 오픈예정이라고 하니 어디지점이든 꼭 가보셨으면 좋겠어요! (단호박스프는 무조건입니다..) &lt;영업 시간&gt; 매일 11:00 -
비밀역,안덕,high,2483,100,100,97,20260706,비밀역,"음식점>카페,디저트",제주특별자치도 서귀포시 안덕면 화순중앙로124번길 26-1 비밀역,ㅋㅋㅋㅋㅋ 여튼 파란만장했던 제주 서쪽여행 2일차 끝!! 내일 3일차에서 다시만나요! 안냐루~ #제주여행 #제주렌트카사고 #SK렌트카 #제주서쪽여행 #희신이네 #담소요 #방주교회제
찌즈,제주시내,high,2474,100,100,99,20250308,천사 카이막,"음식점>카페,디저트",제주특별자치도 제주시 서문로 7-1 천사 카이막,카이막은 유행 한 번 탔다고 익숙한데 찌즈는 낯설었다. 그도 그럴 것이 제주 찌즈카이막에서 차별화된... 카이막 찌즈케이크 활용 제주도 카이막 찌즈케이크는 그냥 먹어도 맛있지만 같
오늘도화창,구좌,high,2416,100,99,97,20260708,오늘도화창,"음식점>카페,디저트",제주특별자치도 제주시 구좌읍 월정5길 56 초록지붕 하얀집.,"정말 오랜만에 들린 카페 오늘도 화창. 카페에 들어가기 전에 길냥이들을 만나 인사를 했다. 우리집 마당냥이 제주도 버전처럼 생겨서(!) 더 반가웠다. 오, 전에도 앉았던 자리가 비"
교래향 조천 에코랜드 본점,조천,high,2406,100,8,98,20260706,교래향 조천 에코랜드 본점,한식>향토음식,제주특별자치도 제주시 조천읍 비자림로 638 1층,·영업시간· 매주 목요일 정기휴무 그 외 09:00 - 20:30 19:30 라스트 오더 ·위치· 제주특별자치도 제주시 조천읍 비자림로 638 1층 교래향 조천 에코랜드 본점 소개
비밀역 카페,안덕,high,2391,100,39,98,20260706,비밀역,"음식점>카페,디저트",제주특별자치도 서귀포시 안덕면 화순중앙로124번길 26-1 비밀역,"갔다가 제주 산방산 감성카페까지 다녀왔더랬습니다 ◡̈ 핫(!) 하다면 핫해진 비밀역 카페는 3개월... ㅎㅎ 제주 산방산 감성카페로 잘 알려진 만큼 매장 밖부터 감성가득, 숨어있는"
릿,제주시내,high,2390,100,100,99,20260627,,,,제주도 브런치 맛집 카페 찾는다면 '릿 REET' 방문해 보세요 글 읽어주셔서 감사합니다 모두 즐거운 브런치 되세요 #제주브런치 #제주브런치맛집 #릿 #제주릿 #제주REET #제주
인디안 썸머 애월,애월,high,2372,100,82,99,20260707,인디안 썸머 애월,술집>와인,제주특별자치도 제주시 애월읍 애월로4길 9 1층,제주 여행 2일차 ! 오늘은 일찍 나왔다 사실 게하에서 아침에 다 같이 러닝하고 바다 수영하는 이벤트도... 분위기가 너무 좋고 이대로 숙소에 가기 아쉬워 숙소 바로 앞에 있는 인
고래상점 제주,세화,high,2343,100,35,87,20260702,고래상점 제주,"생활,편의>공방",제주특별자치도 제주시 구좌읍 세화14길 9,"기완상점이 규모가 크고 종류도 많고 제주스러운 것들이 많이 모여있는 일반적인 제주 선물가게였다면, 고래상점은 작지만 컨셉이 확실하고 아기자기하고 감성적인 소품이 많은 곳인 것 같았"
구좌 세화 질그랭이 워케이션 센터 카페477+,세화,high,2311,100,4,96,20260701,세화워케이션 질그랭이 거점센터,"여행,명소>체험마을",제주특별자치도 제주시 구좌읍 해맞이해안로 1392 2층 숨비빌레파크 오피스,"제주 지정 오피스는 천차만별이었다. 렌트 없이 대중교통으로 움직일 나는, 이용료에 더해 교통 편의성도 고려해야 했다. 이 모든 조건에 부합하는 곳이 바로 구좌 세화 질그랭이 워케이"
하와이안비치카페,성산,high,2222,100,91,100,20260708,하와이안비치카페,"음식점>카페,디저트",제주특별자치도 서귀포시 성산읍 신양로122번길 57 2층,제주 섭지코지 카페 하와이안비치 제주도 서귀포 바다뷰 카페 얏호~ 바다다!!! 올해 세번의 제주도 방문은 모두 컨셉이 있었던 여행이었어요 그중 여름의 제주 섭지코지 카페 하와이안비
글로시 말차,조천,high,2201,100,100,98,20260708,글로시말차,"음식점>카페,디저트",제주특별자치도 제주시 조천읍 조함해안로 112 GLOSSY MATCHA,"제주, 오름 글로시말차 라떼 말차크림딥초코 제주 에이드(뎅유지) 제주 에이드는 뎅유지가 뭔지 잘 몰라 시켜본건데, 상큼하지만 시고 씁쓸한 맛이 강해서 호불호 탈 것 같은 맛이었어요"
보엠,제주시내,high,2181,100,100,87,20260705,보엠,"카페,디저트>베이커리",제주특별자치도 제주시 원노형로 102 한화아파트 상가동 103호,보엠 제주 노형 빵집 가게가 처음 생겼을 때부터 자주 방문하는 동네에 있는 작은 빵집을... 더 궁금한거 있으시면 댓글에 남겨주세용 #제주시맛집 #제주빵지순례 #제주보엠 #제주도민
플로이스트 베이커리 카페 (Floyeast Bakery Cafe),성산,high,2177,100,74,94,20260706,플로이스트 베이커리 카페,"카페,디저트>베이커리",제주특별자치도 서귀포시 성산읍 섭지코지로 107,1일부터 플로이스트 베이커리 카페로 재오픈 되었다고 한다..ㅠ  제주 서귀포시 성산읍 섭지코지로 107  매일 10:00-19:00  064-731-7310 이곳의 역사(?)를 알
